"Index","Name","Age","Nationality","Overall","Potential","Preferred Foot","Height","Weight","Standardized Height","Height Percentile"
1536,"Clichy","32","France",76,76,"Left",69,143,-0.891061870988268,0.186447989397852
1537,"Sobrino","26","Spain",76,78,"Right",73,161,0.618561436439848,0.731897343398344
1538,"Iturbe","25","Paraguay",76,79,"Left",67,137,-1.64587352470233,0.0498949003918574
1539,"Soudani","30","Algeria",76,76,"Left",70,165,-0.513656044131239,0.303746244407079
1540,"Bradley","30","UnitedStates",76,76,"Right",74,174,0.995967263296877,0.84036697427128
1541,"Labyad","25","Morocco",76,79,"Right",68,143,-1.2684676978453,0.102315489580169
1542,"Mbokani","32","DRCongo",76,76,"Right",73,161,0.618561436439848,0.731897343398344
1543,"Mangani","31","France",76,76,"Left",72,174,0.241155609582819,0.595282742962414
1544,"Lunin","19","Ukraine",76,88,"Right",75,176,1.37337309015391,0.915181804492968
1545,"Insúa","29","Argentina",76,76,"Left",71,174,-0.13625021727421,0.445811738816824
1546,"Domingo","33","Argentina",76,76,"Right",69,154,-0.891061870988268,0.186447989397852
1547,"Yedlin","24","UnitedStates",76,81,"Right",68,165,-1.2684676978453,0.102315489580169
1548,"González","30","Argentina",76,76,"Right",71,172,-0.13625021727421,0.445811738816824
1549,"Kraft","29","Germany",76,76,"Right",74,172,0.995967263296877,0.84036697427128
1550,"Simon","22","Nigeria",76,82,"Right",66,152,-2.02327935155936,0.0215221772540829
1551,"Parrela","30","Brazil",76,76,"Right",75,194,1.37337309015391,0.915181804492968
1552,"Domínguez","28","Argentina",76,77,"Right",72,179,0.241155609582819,0.595282742962414
1553,"Dawson","28","England",76,76,"Right",74,187,0.995967263296877,0.84036697427128
1554,"Rusnák","23","Slovakia",76,80,"Right",69,161,-0.891061870988268,0.186447989397852
1555,"Oliveira","27","Portugal",76,78,"Right",74,181,0.995967263296877,0.84036697427128
1556,"Gomis","24","Senegal",76,82,"Right",76,176,1.75077891701094,0.960008000219213
1557,"Tekin","29","Turkey",76,77,"Right",74,172,0.995967263296877,0.84036697427128
1558,"Tozé","25","Portugal",76,80,"Right",65,134,-2.40068517841638,0.00818220428633721
1559,"Ruidíaz","27","Peru",76,76,"Right",67,146,-1.64587352470233,0.0498949003918574
1560,"Hogg","29","England",76,76,"Right",69,161,-0.891061870988268,0.186447989397852
1561,"Holtby","27","Germany",76,76,"Left",69,159,-0.891061870988268,0.186447989397852
1562,"Djiku","23","France",76,82,"Right",72,163,0.241155609582819,0.595282742962414
1563,"Alonso","32","Cuba",76,76,"Right",71,154,-0.13625021727421,0.445811738816824
1564,"Berge","20","Norway",76,87,"Right",77,207,2.12818474386796,0.983339115386145
1565,"Zambrano","28","Peru",76,77,"Right",73,172,0.618561436439848,0.731897343398344
1566,"Antonio","28","England",76,76,"Right",70,181,-0.513656044131239,0.303746244407079
1567,"Clasie","27","Netherlands",76,77,"Right",67,150,-1.64587352470233,0.0498949003918574
1568,"Rico","25","Spain",76,80,"Left",72,168,0.241155609582819,0.595282742962414
1569,"Mossoró","34","Brazil",76,76,"Right",67,148,-1.64587352470233,0.0498949003918574
1570,"Donsah","22","Ghana",76,82,"Right",69,154,-0.891061870988268,0.186447989397852
1571,"Felipe","33","Brazil",75,75,"Left",74,165,0.995967263296877,0.84036697427128
1572,"Fofana","23","IvoryCoast",75,82,"Right",72,170,0.241155609582819,0.595282742962414
1573,"Santos","26","Brazil",75,78,"Left",74,181,0.995967263296877,0.84036697427128
1574,"Svensson","25","Norway",75,78,"Right",67,154,-1.64587352470233,0.0498949003918574
1575,"Roco","25","Chile",75,78,"Right",76,174,1.75077891701094,0.960008000219213
1576,"Midtsjø","24","Norway",75,78,"Right",69,154,-0.891061870988268,0.186447989397852
1577,"Francis","22","Spain",75,80,"Right",69,172,-0.891061870988268,0.186447989397852
1578,"Ivi","24","Spain",75,81,"Right",69,163,-0.891061870988268,0.186447989397852
1579,"Núñez","21","Spain",75,83,"Right",73,179,0.618561436439848,0.731897343398344
1580,"Lerager","24","Denmark",75,78,"Right",73,187,0.618561436439848,0.731897343398344
1581,"De","30","Argentina",75,75,"Right",65,143,-2.40068517841638,0.00818220428633721
1582,"Zajc","24","Slovenia",75,82,"Right",70,168,-0.513656044131239,0.303746244407079
1583,"Stanislas","28","England",75,75,"Right",72,168,0.241155609582819,0.595282742962414
1584,"Evangelista","23","Brazil",75,80,"Left",71,168,-0.13625021727421,0.445811738816824
1585,"Stoch","28","Slovakia",75,75,"Right",67,148,-1.64587352470233,0.0498949003918574
1586,"van","23","Netherlands",75,78,"Right",74,168,0.995967263296877,0.84036697427128
1587,"Farinha","26","Brazil",75,75,"Left",70,159,-0.513656044131239,0.303746244407079
1588,"Kozá?ik","34","Slovakia",75,75,"Right",76,201,1.75077891701094,0.960008000219213
1589,"Sol","26","Spain",75,76,"Right",71,170,-0.13625021727421,0.445811738816824
1590,"Otero","25","Venezuela",75,76,"Right",67,137,-1.64587352470233,0.0498949003918574
1591,"Maripán","24","Chile",75,79,"Right",76,183,1.75077891701094,0.960008000219213
1592,"Braithwaite","27","Denmark",75,76,"Right",71,161,-0.13625021727421,0.445811738816824
1593,"Dilaver","27","Austria",75,77,"Right",72,181,0.241155609582819,0.595282742962414
1594,"Álvarez","30","Argentina",75,75,"Left",74,185,0.995967263296877,0.84036697427128
1595,"Masuaku","24","DRCongo",75,79,"Left",70,154,-0.513656044131239,0.303746244407079
1596,"Rolando","32","Portugal",75,75,"Right",74,170,0.995967263296877,0.84036697427128
1597,"Rico","30","Spain",75,75,"Right",70,150,-0.513656044131239,0.303746244407079
1598,"Tarasov","31","Russia",75,75,"Right",76,185,1.75077891701094,0.960008000219213
1599,"Alcalá","29","Spain",75,75,"Right",77,205,2.12818474386796,0.983339115386145
1600,"Patrick","27","Brazil",75,75,"Right",70,154,-0.513656044131239,0.303746244407079
1601,"Refaelov","32","Israel",75,75,"Right",69,150,-0.891061870988268,0.186447989397852
1602,"Gazinskiy","28","Russia",75,75,"Left",72,165,0.241155609582819,0.595282742962414
1603,"Palhinha","22","Portugal",75,82,"Right",75,181,1.37337309015391,0.915181804492968
1604,"Balenziaga","30","Spain",75,75,"Left",70,168,-0.513656044131239,0.303746244407079
1605,"Petrovi?","29","Serbia",75,75,"Right",76,172,1.75077891701094,0.960008000219213
1606,"Ansarifard","28","Iran",75,75,"Right",74,176,0.995967263296877,0.84036697427128
1607,"Ninkovi?","33","Serbia",75,75,"Right",71,168,-0.13625021727421,0.445811738816824
1608,"Talavera","35","Mexico",75,75,"Right",74,181,0.995967263296877,0.84036697427128
1609,"Barrada","29","Morocco",75,75,"Right",70,161,-0.513656044131239,0.303746244407079
1610,"Korb","26","Germany",75,76,"Right",70,154,-0.513656044131239,0.303746244407079
1611,"Gutiérrez","27","Chile",75,75,"Left",67,141,-1.64587352470233,0.0498949003918574
1612,"Bongonda","22","Belgium",75,81,"Left",69,141,-0.891061870988268,0.186447989397852
1613,"Donatinho","34","Brazil",75,75,"Left",74,181,0.995967263296877,0.84036697427128
1614,"Hernández","29","Spain",75,75,"Right",72,165,0.241155609582819,0.595282742962414
1615,"Balogun","30","Nigeria",75,75,"Right",75,194,1.37337309015391,0.915181804492968
1616,"Rog","22","Croatia",75,81,"Right",71,161,-0.13625021727421,0.445811738816824
1617,"Do?kal","29","CzechRepublic",75,75,"Right",72,159,0.241155609582819,0.595282742962414
1618,"Durmaz","29","Sweden",75,75,"Left",71,152,-0.13625021727421,0.445811738816824
1619,"Kádár","28","Hungary",75,75,"Left",74,174,0.995967263296877,0.84036697427128
1620,"Andrada","27","Argentina",75,78,"Right",76,179,1.75077891701094,0.960008000219213
1621,"Steffen","23","UnitedStates",75,84,"Right",75,190,1.37337309015391,0.915181804492968
1622,"Lestienne","26","Belgium",75,76,"Left",69,139,-0.891061870988268,0.186447989397852
1623,"Alustiza","34","Argentina",75,75,"Left",65,150,-2.40068517841638,0.00818220428633721
1624,"Mayoral","21","Spain",75,83,"Right",72,163,0.241155609582819,0.595282742962414
1625,"Bonera","37","Italy",75,75,"Right",72,185,0.241155609582819,0.595282742962414
1626,"Berjón","32","Spain",75,75,"Right",70,187,-0.513656044131239,0.303746244407079
1627,"Beauvue","30","France",75,75,"Right",69,146,-0.891061870988268,0.186447989397852
1628,"Danilo","22","Brazil",75,82,"Right",72,168,0.241155609582819,0.595282742962414
1629,"Hernández","29","Mexico",75,75,"Right",67,172,-1.64587352470233,0.0498949003918574
1630,"Hendrick","26","Ireland",75,77,"Right",72,185,0.241155609582819,0.595282742962414
1631,"Lopez","20","France",75,81,"Right",66,128,-2.02327935155936,0.0215221772540829
1632,"Hanin","28","France",75,75,"Left",70,143,-0.513656044131239,0.303746244407079
1633,"Machís","25","Venezuela",75,78,"Right",67,163,-1.64587352470233,0.0498949003918574
1634,"Potuk","27","Turkey",75,76,"Right",70,148,-0.513656044131239,0.303746244407079
1635,"Idris","33","Senegal",75,75,"Right",74,176,0.995967263296877,0.84036697427128
1636,"Cardozo","31","Argentina",75,75,"Right",68,146,-1.2684676978453,0.102315489580169
1637,"López","32","Spain",75,75,"Right",71,168,-0.13625021727421,0.445811738816824
1638,"Pandev","34","FYRMacedonia",75,75,"Left",72,165,0.241155609582819,0.595282742962414
1639,"Tavares","29","CapeVerde",75,75,"Right",74,194,0.995967263296877,0.84036697427128
1640,"Liénard","30","France",75,75,"Left",72,170,0.241155609582819,0.595282742962414
1641,"Pelé","35","France",75,75,"Right",77,196,2.12818474386796,0.983339115386145
1642,"Sepe","27","Italy",75,78,"Left",73,165,0.618561436439848,0.731897343398344
1643,"Bruma","26","Netherlands",75,78,"Right",75,194,1.37337309015391,0.915181804492968
1644,"Duarte","29","CostaRica",75,75,"Right",73,179,0.618561436439848,0.731897343398344
1645,"Franco","21","Argentina",75,85,"Right",72,170,0.241155609582819,0.595282742962414
1646,"Olmo","20","Spain",75,85,"Right",70,159,-0.513656044131239,0.303746244407079
1647,"Di","29","Argentina",75,75,"Right",76,194,1.75077891701094,0.960008000219213
1648,"Jozabed","27","Spain",75,76,"Right",71,148,-0.13625021727421,0.445811738816824
1649,"Carrillo","27","Argentina",75,76,"Right",75,192,1.37337309015391,0.915181804492968
1650,"Zeegelaar","27","Netherlands",75,75,"Left",73,181,0.618561436439848,0.731897343398344
1651,"Ferrari","26","Italy",75,79,"Left",74,181,0.995967263296877,0.84036697427128
1652,"?ahiner","26","Turkey",75,76,"Right",69,154,-0.891061870988268,0.186447989397852
1653,"Traoré","31","IvoryCoast",75,75,"Right",72,192,0.241155609582819,0.595282742962414
1654,"Arslan","27","Germany",75,76,"Right",71,170,-0.13625021727421,0.445811738816824
1655,"Araújo","26","Mexico",75,78,"Right",74,192,0.995967263296877,0.84036697427128
1656,"Armstrong","26","Scotland",75,77,"Right",72,165,0.241155609582819,0.595282742962414
1657,"Billiat","27","Zimbabwe",75,75,"Right",67,132,-1.64587352470233,0.0498949003918574
1658,"Cavaleiro","24","Portugal",75,78,"Right",69,176,-0.891061870988268,0.186447989397852
1659,"Cabaco","23","Uruguay",75,81,"Right",73,165,0.618561436439848,0.731897343398344
1660,"Almeim","26","Brazil",75,75,"Left",70,168,-0.513656044131239,0.303746244407079
1661,"Kameni","34","Cameroon",75,75,"Right",73,190,0.618561436439848,0.731897343398344
1662,"Costa","24","Portugal",75,81,"Left",70,170,-0.513656044131239,0.303746244407079
1663,"Durm","26","Germany",75,77,"Right",72,159,0.241155609582819,0.595282742962414
1664,"Emerson","23","Italy",75,79,"Left",69,170,-0.891061870988268,0.186447989397852
1665,"Haraguchi","27","Japan",75,75,"Right",70,150,-0.513656044131239,0.303746244407079
1666,"Fuchs","32","Austria",75,75,"Left",74,196,0.995967263296877,0.84036697427128
1667,"Kalinski","31","Argentina",75,75,"Right",72,170,0.241155609582819,0.595282742962414
1668,"Rafael","36","Brazil",75,75,"Right",74,176,0.995967263296877,0.84036697427128
1669,"Frei","29","Switzerland",75,75,"Right",72,176,0.241155609582819,0.595282742962414
1670,"Risse","28","Germany",75,75,"Right",72,165,0.241155609582819,0.595282742962414
1671,"Cáceres","33","Paraguay",75,75,"Right",73,181,0.618561436439848,0.731897343398344
1672,"Bressan","29","Belarus",75,75,"Right",72,165,0.241155609582819,0.595282742962414
1673,"Lima","26","Brazil",75,76,"Left",70,168,-0.513656044131239,0.303746244407079
1674,"Silvestre","33","Italy",75,75,"Right",73,185,0.618561436439848,0.731897343398344
1675,"Portillo","28","Spain",75,75,"Right",67,132,-1.64587352470233,0.0498949003918574
1676,"Rønnow","25","Denmark",75,80,"Right",75,170,1.37337309015391,0.915181804492968
1677,"Spolli","35","Argentina",75,75,"Right",76,198,1.75077891701094,0.960008000219213
1678,"Rajkovi?","29","Serbia",75,75,"Left",75,194,1.37337309015391,0.915181804492968
1679,"Beri?","27","Slovenia",75,76,"Right",74,183,0.995967263296877,0.84036697427128
1680,"Hernández","29","Colombia",75,75,"Right",63,150,-3.15549683213044,0.000801125031197766
1681,"Claudemir","30","Brazil",75,75,"Right",73,159,0.618561436439848,0.731897343398344
1682,"Jantschke","28","Germany",75,75,"Right",70,168,-0.513656044131239,0.303746244407079
1683,"Schaub","23","Austria",75,80,"Left",70,154,-0.513656044131239,0.303746244407079
1684,"Tschauner","32","Germany",75,75,"Right",77,205,2.12818474386796,0.983339115386145
1685,"Aníbal","26","Brazil",75,75,"Right",72,170,0.241155609582819,0.595282742962414
1686,"Feilhaber","33","UnitedStates",75,75,"Right",69,163,-0.891061870988268,0.186447989397852
1687,"Grassi","23","Italy",75,83,"Right",72,165,0.241155609582819,0.595282742962414
1688,"Vikonis","34","Uruguay",75,75,"Left",72,168,0.241155609582819,0.595282742962414
1689,"Ntep","25","Cameroon",75,76,"Right",71,165,-0.13625021727421,0.445811738816824
1690,"Vangioni","31","Argentina",75,75,"Left",70,150,-0.513656044131239,0.303746244407079
1691,"Okazaki","32","Japan",75,75,"Right",68,172,-1.2684676978453,0.102315489580169
1692,"Castro","35","Spain",75,75,"Right",69,157,-0.891061870988268,0.186447989397852
1693,"Jallet","34","France",75,75,"Right",70,154,-0.513656044131239,0.303746244407079
1694,"Pineda","22","Mexico",75,83,"Right",67,141,-1.64587352470233,0.0498949003918574
1695,"Mounier","30","France",75,75,"Left",69,143,-0.891061870988268,0.186447989397852
1696,"Sandro","29","Brazil",75,75,"Right",74,165,0.995967263296877,0.84036697427128
1697,"Redmond","24","England",75,79,"Right",68,152,-1.2684676978453,0.102315489580169
1698,"Gálvez","29","Spain",75,76,"Right",74,174,0.995967263296877,0.84036697427128
1699,"Song","30","Cameroon",75,75,"Right",73,163,0.618561436439848,0.731897343398344
1700,"Badu","27","Ghana",75,75,"Right",68,154,-1.2684676978453,0.102315489580169
1701,"Agu","25","Nigeria",75,80,"Right",72,170,0.241155609582819,0.595282742962414
1702,"Jason","23","Spain",75,81,"Right",70,143,-0.513656044131239,0.303746244407079
1703,"Cristóforo","24","Uruguay",75,79,"Right",69,150,-0.891061870988268,0.186447989397852
1704,"Butelle","35","France",75,75,"Left",74,185,0.995967263296877,0.84036697427128
1705,"Bardinho","26","Brazil",75,75,"Left",69,159,-0.891061870988268,0.186447989397852
1706,"Dummett","26","Wales",75,76,"Left",72,181,0.241155609582819,0.595282742962414
1707,"Villalba","23","Paraguay",75,79,"Right",68,165,-1.2684676978453,0.102315489580169
1708,"Amian","20","France",75,83,"Right",71,172,-0.13625021727421,0.445811738816824
1709,"Mirazar","34","Brazil",75,75,"Left",71,163,-0.13625021727421,0.445811738816824
1710,"Hernández","27","Uruguay",75,75,"Left",73,161,0.618561436439848,0.731897343398344
1711,"Guevara","26","Brazil",75,75,"Right",70,157,-0.513656044131239,0.303746244407079
1712,"Akhmedov","30","Uzbekistan",75,75,"Right",71,165,-0.13625021727421,0.445811738816824
1713,"Naldo","29","Brazil",75,75,"Right",74,176,0.995967263296877,0.84036697427128
1714,"Ayoub","24","Morocco",75,79,"Left",69,154,-0.891061870988268,0.186447989397852
1715,"Ring","27","Finland",75,78,"Right",70,161,-0.513656044131239,0.303746244407079
1716,"Ndiaye","27","Senegal",75,75,"Right",71,168,-0.13625021727421,0.445811738816824
1717,"Kaku","23","Paraguay",75,83,"Left",67,150,-1.64587352470233,0.0498949003918574
1718,"Edrada","26","Brazil",75,75,"Right",69,159,-0.891061870988268,0.186447989397852
1719,"Ibargüen","26","Colombia",75,76,"Right",66,139,-2.02327935155936,0.0215221772540829
1720,"Iraizoz","37","Spain",75,75,"Right",75,196,1.37337309015391,0.915181804492968
1721,"Nikoli?","30","Hungary",75,75,"Right",71,176,-0.13625021727421,0.445811738816824
1722,"Kurti?","29","Slovenia",75,75,"Right",73,194,0.618561436439848,0.731897343398344
1723,"Wimmer","25","Austria",75,80,"Left",74,187,0.995967263296877,0.84036697427128
1724,"Mejía","29","Colombia",75,75,"Right",70,174,-0.513656044131239,0.303746244407079
1725,"Barreca","23","Italy",75,80,"Left",71,154,-0.13625021727421,0.445811738816824
1726,"Dias","21","Portugal",75,82,"Left",72,172,0.241155609582819,0.595282742962414
1727,"Locadia","24","Netherlands",75,79,"Right",73,192,0.618561436439848,0.731897343398344
1728,"Kryvtsov","27","Ukraine",75,78,"Right",73,183,0.618561436439848,0.731897343398344
1729,"Peralta","34","Mexico",75,75,"Right",70,176,-0.513656044131239,0.303746244407079
1730,"Budescu","29","Romania",75,75,"Right",72,187,0.241155609582819,0.595282742962414
1731,"Raggi","34","Italy",75,75,"Right",74,181,0.995967263296877,0.84036697427128
1732,"Donk","32","Netherlands",75,75,"Right",76,176,1.75077891701094,0.960008000219213
1733,"Méndez","27","Spain",75,75,"Right",74,168,0.995967263296877,0.84036697427128
1734,"De","30","Italy",75,75,"Right",73,185,0.618561436439848,0.731897343398344
1735,"Saracchi","20","Uruguay",75,85,"Left",68,152,-1.2684676978453,0.102315489580169
1736,"Congré","33","France",75,75,"Right",73,176,0.618561436439848,0.731897343398344
1737,"Fritzler","31","Argentina",75,75,"Right",70,161,-0.513656044131239,0.303746244407079
1738,"Kolodziejczak","26","France",75,76,"Left",73,165,0.618561436439848,0.731897343398344
1739,"Nunson","30","Brazil",75,75,"Left",73,187,0.618561436439848,0.731897343398344
1740,"Vizeu","21","Brazil",75,87,"Left",72,181,0.241155609582819,0.595282742962414
1741,"Damm","25","Mexico",75,76,"Right",73,154,0.618561436439848,0.731897343398344
1742,"Guilherme","27","Brazil",75,77,"Right",70,168,-0.513656044131239,0.303746244407079
1743,"Nkoudou","23","France",75,80,"Right",69,161,-0.891061870988268,0.186447989397852
1744,"Robles","28","Spain",75,76,"Right",77,198,2.12818474386796,0.983339115386145
1745,"Zungu","25","SouthAfrica",75,78,"Right",72,168,0.241155609582819,0.595282742962414
1746,"Cairinho","26","Brazil",75,75,"Right",70,176,-0.513656044131239,0.303746244407079
1747,"Gouano","24","France",75,81,"Right",73,172,0.618561436439848,0.731897343398344
1748,"Domínguez","23","Paraguay",75,79,"Right",70,154,-0.513656044131239,0.303746244407079
1749,"Falk","26","Denmark",75,76,"Right",70,143,-0.513656044131239,0.303746244407079
1750,"Ramalho","26","Brazil",75,77,"Right",72,172,0.241155609582819,0.595282742962414
1751,"Schennikov","27","Russia",75,76,"Left",71,165,-0.13625021727421,0.445811738816824
1752,"Morozyuk","30","Ukraine",75,75,"Right",69,157,-0.891061870988268,0.186447989397852
1753,"Heijden","30","Netherlands",75,75,"Left",73,168,0.618561436439848,0.731897343398344
1754,"Musa","25","Nigeria",75,77,"Right",67,137,-1.64587352470233,0.0498949003918574
1755,"Diaby","27","Mali",75,75,"Left",68,157,-1.2684676978453,0.102315489580169
1756,"?nler","34","Switzerland",75,75,"Right",72,176,0.241155609582819,0.595282742962414
1757,"Cigarini","32","Italy",75,75,"Right",69,159,-0.891061870988268,0.186447989397852
1758,"Urso","29","Brazil",75,75,"Right",70,159,-0.513656044131239,0.303746244407079
1759,"Butko","27","Ukraine",75,76,"Right",72,159,0.241155609582819,0.595282742962414
1760,"Thomas","23","NewZealand",75,80,"Right",69,141,-0.891061870988268,0.186447989397852
1761,"Jensen","22","Denmark",75,81,"Right",68,150,-1.2684676978453,0.102315489580169
1762,"Burgui","24","Spain",75,78,"Right",72,165,0.241155609582819,0.595282742962414
1763,"Meret","21","Italy",75,89,"Left",75,183,1.37337309015391,0.915181804492968
1764,"Gonalons","29","France",75,75,"Right",74,168,0.995967263296877,0.84036697427128
1765,"Valdés","24","Chile",75,79,"Right",70,165,-0.513656044131239,0.303746244407079
1766,"Marafona","31","Portugal",75,75,"Right",75,190,1.37337309015391,0.915181804492968
1767,"Karsdorp","23","Netherlands",75,80,"Right",72,176,0.241155609582819,0.595282742962414
1768,"Opara","29","UnitedStates",75,76,"Right",74,181,0.995967263296877,0.84036697427128
1769,"Laimer","21","Austria",75,82,"Right",71,159,-0.13625021727421,0.445811738816824
1770,"Kamara","28","Norway",75,75,"Right",72,179,0.241155609582819,0.595282742962414
1771,"Gentiletti","33","Argentina",75,75,"Left",73,170,0.618561436439848,0.731897343398344
1772,"Dié","33","IvoryCoast",75,75,"Right",70,170,-0.513656044131239,0.303746244407079
1773,"Westwood","28","England",75,75,"Right",69,161,-0.891061870988268,0.186447989397852
1774,"Ciano","28","Italy",75,75,"Left",69,161,-0.891061870988268,0.186447989397852
1775,"Conti","24","Italy",75,79,"Right",72,168,0.241155609582819,0.595282742962414
1776,"Bojan","27","Spain",75,75,"Right",67,143,-1.64587352470233,0.0498949003918574
1777,"Vargas","29","Colombia",75,76,"Left",73,176,0.618561436439848,0.731897343398344
1778,"Éder","30","Portugal",75,75,"Right",75,179,1.37337309015391,0.915181804492968
1779,"Benzia","23","Algeria",75,81,"Right",70,168,-0.513656044131239,0.303746244407079
1780,"Hennessey","31","Wales",75,75,"Right",78,198,2.50559057072499,0.993887645754496
1781,"Thommy","23","Germany",75,79,"Right",69,154,-0.891061870988268,0.186447989397852
1782,"Bustinza","26","Spain",75,78,"Right",69,163,-0.891061870988268,0.186447989397852
1783,"Bernardo","23","Brazil",75,80,"Left",73,168,0.618561436439848,0.731897343398344
1784,"Cissé","33","Senegal",75,75,"Right",72,161,0.241155609582819,0.595282742962414
1785,"Oier","28","Spain",75,75,"Left",75,201,1.37337309015391,0.915181804492968
1786,"Gayle","27","England",75,75,"Right",69,172,-0.891061870988268,0.186447989397852
1787,"Joelinton","21","Brazil",75,80,"Right",73,190,0.618561436439848,0.731897343398344
1788,"Pérez","37","Colombia",75,75,"Right",71,165,-0.13625021727421,0.445811738816824
1789,"Jones","36","Australia",75,75,"Left",76,192,1.75077891701094,0.960008000219213
1790,"Drmi?","25","Switzerland",75,78,"Right",72,179,0.241155609582819,0.595282742962414
1791,"Mount","19","England",75,86,"Right",70,141,-0.513656044131239,0.303746244407079
1792,"McGregor","36","Scotland",75,75,"Right",72,163,0.241155609582819,0.595282742962414
1793,"Elabdellaoui","26","Norway",75,76,"Right",70,163,-0.513656044131239,0.303746244407079
1794,"Steffen","26","Switzerland",75,75,"Left",67,143,-1.64587352470233,0.0498949003918574
1795,"Kanga","27","Gabon",75,75,"Right",66,148,-2.02327935155936,0.0215221772540829
1796,"Ananidze","25","Georgia",75,78,"Right",67,141,-1.64587352470233,0.0498949003918574
1797,"Ilsanker","29","Austria",75,75,"Right",74,190,0.995967263296877,0.84036697427128
1798,"Blake","27","Jamaica",75,78,"Right",76,174,1.75077891701094,0.960008000219213
1799,"Aldair","26","Brazil",75,75,"Right",74,179,0.995967263296877,0.84036697427128
1800,"Sessegnon","18","England",75,88,"Left",70,154,-0.513656044131239,0.303746244407079
1801,"Jorginhson","26","Brazil",75,75,"Left",70,165,-0.513656044131239,0.303746244407079
1802,"Carlitos","28","Spain",75,75,"Right",69,154,-0.891061870988268,0.186447989397852
1803,"Nguyen","31","UnitedStates",75,75,"Right",68,150,-1.2684676978453,0.102315489580169
1804,"Paschalakis","28","Greece",75,76,"Right",78,203,2.50559057072499,0.993887645754496
1805,"Fabrício","28","Brazil",75,75,"Right",72,172,0.241155609582819,0.595282742962414
1806,"Coco","22","France",75,81,"Right",72,172,0.241155609582819,0.595282742962414
1807,"Babacar","25","Senegal",75,77,"Right",75,187,1.37337309015391,0.915181804492968
1808,"Postigo","29","Spain",75,75,"Right",73,172,0.618561436439848,0.731897343398344
1809,"Sanches","20","Portugal",75,84,"Right",69,154,-0.891061870988268,0.186447989397852
1810,"Caruzzo","33","Argentina",75,75,"Right",73,176,0.618561436439848,0.731897343398344
1811,"Konan","22","IvoryCoast",75,81,"Left",69,157,-0.891061870988268,0.186447989397852
1812,"Mounié","23","Benin",75,82,"Right",75,176,1.37337309015391,0.915181804492968
1813,"Capelle","31","France",75,75,"Left",71,161,-0.13625021727421,0.445811738816824
1814,"Davies","20","England",75,84,"Right",73,154,0.618561436439848,0.731897343398344
1815,"Dirar","32","Morocco",75,75,"Right",74,174,0.995967263296877,0.84036697427128
1816,"Toornstra","29","Netherlands",75,75,"Right",70,163,-0.513656044131239,0.303746244407079
1817,"Paulinho","23","Brazil",75,82,"Left",65,128,-2.40068517841638,0.00818220428633721
1818,"Larsson","25","Sweden",75,77,"Right",70,154,-0.513656044131239,0.303746244407079
1819,"Tau","24","SouthAfrica",75,81,"Right",66,143,-2.02327935155936,0.0215221772540829
1820,"Kluivert","19","Netherlands",75,86,"Right",67,146,-1.64587352470233,0.0498949003918574
1821,"Ayala","31","Mexico",75,75,"Right",72,179,0.241155609582819,0.595282742962414
1822,"Silva","23","Portugal",75,80,"Right",75,172,1.37337309015391,0.915181804492968
1823,"Rolán","25","Uruguay",75,78,"Right",70,154,-0.513656044131239,0.303746244407079
1824,"Klostermann","22","Germany",75,82,"Right",74,183,0.995967263296877,0.84036697427128
1825,"Rodríguez","23","Argentina",75,79,"Right",73,176,0.618561436439848,0.731897343398344
1826,"Locatelli","20","Italy",75,83,"Right",73,165,0.618561436439848,0.731897343398344
1827,"Caputo","30","Italy",75,75,"Right",71,163,-0.13625021727421,0.445811738816824
1828,"Roa","25","Colombia",75,78,"Right",69,152,-0.891061870988268,0.186447989397852
1829,"Keko","26","Spain",75,76,"Right",68,150,-1.2684676978453,0.102315489580169
1830,"El","29","Netherlands",75,75,"Right",73,152,0.618561436439848,0.731897343398344
1831,"Schär","26","Switzerland",75,80,"Right",74,185,0.995967263296877,0.84036697427128
1832,"Haidara","20","Mali",75,84,"Right",69,148,-0.891061870988268,0.186447989397852
1833,"Rodríguez","26","Spain",75,78,"Left",74,176,0.995967263296877,0.84036697427128
1834,"dos","29","Mexico",75,75,"Left",69,157,-0.891061870988268,0.186447989397852
1835,"Bifouma","26","Congo",75,76,"Right",71,176,-0.13625021727421,0.445811738816824
1836,"Rochelinhas","26","Brazil",75,75,"Left",70,165,-0.513656044131239,0.303746244407079
1837,"Ostrzolek","28","Germany",75,75,"Left",70,159,-0.513656044131239,0.303746244407079
1838,"Sandro","22","Spain",75,81,"Right",69,157,-0.891061870988268,0.186447989397852
1839,"Deaux","29","France",75,75,"Right",74,181,0.995967263296877,0.84036697427128
1840,"Vukovi?","30","Serbia",75,75,"Left",77,205,2.12818474386796,0.983339115386145
1841,"Hansen","33","Denmark",75,75,"Right",74,172,0.995967263296877,0.84036697427128
1842,"Paciência","23","Portugal",75,82,"Right",72,183,0.241155609582819,0.595282742962414
1843,"Córdoba","21","Spain",75,83,"Left",71,161,-0.13625021727421,0.445811738816824
1844,"Pekarík","31","Slovakia",75,75,"Right",69,154,-0.891061870988268,0.186447989397852
1845,"Navarro","28","Spain",75,75,"Right",70,157,-0.513656044131239,0.303746244407079
1846,"Hernández","33","Spain",75,75,"Right",68,146,-1.2684676978453,0.102315489580169
1847,"Kashia","30","Georgia",75,75,"Right",73,192,0.618561436439848,0.731897343398344
